,cluster,word,frequency
3175,466.0,importa,993
3176,542.0,importaba,186
3177,93.0,importacion,154
3178,93.0,importaciones,273
3179,93.0,importamos,76
3180,206.0,importan,203
3181,70.0,importancia,1643
3182,207.0,importante,3086
3183,70.0,importantes,1350
3184,69.0,importantisima,83
3185,207.0,importantisimo,112
3186,93.0,importar,249
3187,206.0,imposible,1195
3188,344.0,impotencia,91
3189,207.0,imprescindible,246
3190,593.0,imprescindibles,84
3191,466.0,impresion,393
3192,207.0,impresionante,403
3193,361.0,impresionantes,111
3194,206.0,impresiones,138
3195,206.0,imprimir,84
3196,549.0,impuesto,342
3197,93.0,impuestos,328
3198,70.0,impulsar,196
3199,70.0,impulso,302
3200,344.0,impunemente,79
3201,344.0,impusieron,102
3202,70.0,inauguracion,113
3203,70.0,inauguramos,92
3204,70.0,inaugurar,162
3205,70.0,inauguro,92
3206,206.0,incapaces,189
3207,365.0,incapacidad,69
3208,365.0,incapaz,113
3209,122.0,incertidumbre,79
3210,344.0,incesante,163
3211,69.0,incesantemente,203
3212,344.0,incidente,115
3213,69.0,incluida,75
3214,457.0,incluido,140
3215,70.0,incluidos,158
3216,361.0,incluir,118
3217,206.0,incluso,4923
3218,93.0,incluye,150
3219,361.0,incluyen,67
3220,383.0,incluyendo,166
3221,93.0,incomparablemente,197
3222,365.0,inconcebible,80
3223,457.0,incontables,150
3224,77.0,inconvenientes,133
3225,70.0,incorporacion,116
3226,549.0,incorporado,89
3227,111.0,incorporar,74
3228,111.0,incorporarse,80
3229,207.0,increible,521
3230,278.0,increibles,178
3231,93.0,incrementa,92
3232,549.0,incrementado,83
3233,93.0,incrementando,76
3234,93.0,incrementar,288
3235,93.0,incremento,659
3236,93.0,incrementos,142
3237,466.0,incuestionable,151
3238,466.0,incuestionablemente,99
3239,111.0,incultura,94
3240,77.0,indemnizacion,81
3241,344.0,independencia,2031
3242,344.0,independiente,322
3243,70.0,independientemente,300
3244,344.0,independientes,251
3245,466.0,indestructible,84
3246,344.0,india,130
3247,365.0,indica,82
3248,93.0,indice,353
3249,70.0,indices,363
3250,200.0,indigenas,70
3251,466.0,indignacion,116
3252,344.0,indios,203
3253,365.0,indiscutible,117
3254,207.0,indiscutiblemente,163
3255,365.0,indispensable,243
3256,93.0,indispensables,162
3257,365.0,individual,130
3258,111.0,individuales,148
3259,206.0,individuo,361
3260,77.0,individuos,232
3261,361.0,indole,386
3262,93.0,industria,2671
3263,93.0,industrial,739
3264,93.0,industriales,655
3265,299.0,industrializacion,187
3266,542.0,industrializado,95
3267,278.0,industrializados,234
3268,93.0,industrias,1277
3269,466.0,inevitable,179
3270,365.0,inevitablemente,159
3271,312.0,inevitables,80
3272,312.0,inexorablemente,70
3273,344.0,infame,76
3274,344.0,infanteria,167
3275,93.0,infantil,663
3276,70.0,infantiles,400
3277,111.0,infelices,74
3278,77.0,infeliz,101
3279,93.0,inferior,124
3280,122.0,inferiores,75
3281,206.0,infierno,92
3282,70.0,infinidad,305
3283,466.0,infinita,114
3284,365.0,infinitamente,109
3285,299.0,infinitas,80
3286,200.0,infinito,108
3287,593.0,inflacion,139
3288,466.0,influencia,463
3289,206.0,influencias,70
3290,361.0,influir,102
3291,299.0,influye,86
3292,339.0,informacion,777
3293,206.0,informaciones,154
3294,206.0,informado,106
3295,361.0,informados,69
3296,361.0,informar,110
3297,361.0,informe,316
3298,361.0,informes,116
3299,70.0,ingenieria,158
3300,70.0,ingeniero,257
3301,70.0,ingenieros,541
3302,344.0,inglaterra,162
3303,206.0,ingles,350
3304,69.0,inglesa,76
3305,344.0,ingleses,89
3306,70.0,ingresan,136
3307,70.0,ingresar,271
3308,93.0,ingreso,556
3309,93.0,ingresos,936
3310,339.0,inicia,148
3311,549.0,iniciado,97
3312,207.0,inicial,100
3313,365.0,inicialmente,79
3314,200.0,iniciamos,67
3315,339.0,iniciar,215
3316,344.0,iniciaron,179
3317,339.0,iniciativa,187
3318,361.0,iniciativas,99
3319,344.0,inicio,472
3320,344.0,injusta,102
3321,344.0,injusticia,401
3322,466.0,injusticias,283
3323,365.0,injusto,128
3324,312.0,inmediata,127
3325,344.0,inmediatamente,731
3326,361.0,inmediato,536
3327,278.0,inmensa,875
3328,466.0,inmenso,286
3329,111.0,inmigrantes,84
3330,365.0,inmoral,95
3331,299.0,innumerables,81
3332,225.0,inocentes,108
3333,466.0,inolvidable,111
3334,361.0,inra,142
3335,93.0,inseminacion,169
3336,111.0,insignificante,113
3337,365.0,insoportable,73
3338,312.0,insostenible,120
3339,70.0,instalacion,221
3340,93.0,instalaciones,1116
3341,383.0,instalar,76
3342,344.0,instante,433
3343,466.0,instantes,294
3344,466.0,instinto,103
3345,70.0,institucion,569
3346,70.0,instituciones,1032
3347,70.0,instituto,926
3348,70.0,institutos,558
3349,70.0,instruccion,331
3350,344.0,instrucciones,215
3351,365.0,instructor,76
3352,70.0,instructores,346
3353,466.0,instrumento,433
3354,593.0,instrumentos,288
3355,365.0,insuperable,89
3356,466.0,integracion,348
3357,457.0,integrada,70
3358,457.0,integrado,68
3359,70.0,integral,265
3360,70.0,integrales,92
3361,361.0,integran,83
3362,344.0,integridad,123
3363,466.0,intelectual,254
3364,542.0,intelectuales,457
3365,466.0,inteligencia,894
3366,70.0,inteligencias,206
3367,466.0,inteligente,294
3368,457.0,inteligentes,199
3369,466.0,intencion,131
3370,206.0,intenciones,183
3371,593.0,intensamente,132
3372,70.0,intensiva,124
3373,207.0,intenso,100
3374,206.0,intentar,89
3375,344.0,intento,319
3376,344.0,intentos,159
3377,312.0,intercambio,431
3378,77.0,interes,1661
3379,466.0,interesa,530
3380,200.0,interesaba,98
3381,299.0,interesado,68
3382,77.0,interesados,164
3383,200.0,interesan,168
3384,207.0,interesante,303
3385,207.0,interesantes,167
3386,225.0,intereses,3147
3387,93.0,interior,767
3388,77.0,intermediarios,77
3389,299.0,interminable,79
3390,457.0,interna,141
3391,344.0,internacional,1960
3392,344.0,internacionales,827
3393,466.0,internacionalismo,255
3394,344.0,internacionalista,450
3395,344.0,internacionalistas,402
3396,93.0,interno,322
3397,344.0,internos,265
3398,344.0,intervencion,528
3399,344.0,intervenciones,193
3400,344.0,intervenir,230
3401,344.0,intervinieron,69
3402,206.0,intimidar,96
3403,206.0,intrigas,79
3404,593.0,introduccion,92
3405,549.0,introducido,73
3406,70.0,introducir,173
3407,383.0,inundaciones,87
3408,466.0,inutil,118
3409,344.0,invadieron,76
3410,344.0,invadir,140
3411,344.0,invasion,569
3412,344.0,invasiones,138
3413,344.0,invasores,148
3414,466.0,invencible,214
3415,457.0,invencibles,70
3416,549.0,inventado,107
3417,206.0,inventan,88
3418,77.0,inventando,78
3419,206.0,inventar,147
3420,200.0,inventaron,96
3421,206.0,invento,94
3422,365.0,inversa,91
3423,93.0,inversion,390
3424,93.0,inversiones,877
3425,549.0,invertido,191
3426,93.0,invertir,557
3427,70.0,investigacion,622
3428,70.0,investigaciones,575
3429,70.0,investigadores,135
3430,207.0,investigar,150
3431,383.0,invierno,96
3432,93.0,invierte,142
3433,93.0,invierten,105
3434,93.0,invirtiendo,81
3435,339.0,invitacion,90
3436,549.0,invitado,118
3437,200.0,invitados,409
3438,70.0,ir,3367
3439,200.0,ira,334
3440,70.0,iran,580
3441,344.0,iraq,163
3442,93.0,iremos,241
3443,365.0,irresponsable,81
3444,122.0,irresponsables,71
3445,206.0,irse,211
3446,344.0,isla,1183
3447,593.0,islas,103
3448,344.0,izquierda,200
3449,344.0,jamaica,247
3450,466.0,jamas,2710
3451,344.0,japon,216
3452,69.0,japoneses,75
3453,93.0,jardin,131
3454,344.0,jefe,672
3455,344.0,jefes,466
3456,344.0,johnson,105
3457,207.0,jornada,152
3458,344.0,jose,524
3459,466.0,joven,1132
3460,70.0,jovenes,3979
3461,344.0,juan,199
3462,111.0,jubilacion,68
3463,466.0,jubilo,121
3464,77.0,jueces,102
3465,299.0,juega,86
3466,344.0,juego,566
3467,70.0,juegos,182
3468,344.0,juez,108
3469,361.0,jugando,119
3470,206.0,jugar,211
3471,365.0,jugo,68
3472,466.0,juicio,654
3473,344.0,julio,1032
3474,339.0,junio,309
3475,344.0,junta,152
3476,361.0,juntas,81
3477,344.0,junto,1290
3478,200.0,juntos,360
3479,466.0,justa,697
3480,466.0,justas,306
3481,466.0,justicia,1395
3482,466.0,justificacion,119
3483,344.0,justificar,151
3484,466.0,justo,926
3485,122.0,justos,100
3486,70.0,juvenil,188
3487,70.0,juveniles,180
3488,70.0,juventud,1554
3489,206.0,juzgar,116
3490,344.0,kennedy,250
3491,93.0,kilogramos,145
3492,93.0,kilometro,72
3493,93.0,kilometros,941
3494,93.0,kilowatt,86
3495,93.0,kilowatts,208
3496,365.0,labor,87
3497,365.0,laboral,139
3498,70.0,laboratorio,149
3499,70.0,laboratorios,241
3500,344.0,lacayos,72
3501,542.0,lado,1647
3502,77.0,ladron,96
3503,344.0,ladrones,169
3504,299.0,lanza,70
3505,549.0,lanzado,99
3506,383.0,lanzan,91
3507,344.0,lanzar,235
3508,344.0,lanzaron,144
3509,344.0,lanzo,86
3510,466.0,larga,664
3511,361.0,largas,94
3512,437.0,largo,1609
3513,206.0,largos,144
3514,200.0,lastima,139
3515,77.0,latifundio,202
3516,542.0,latifundios,265
3517,77.0,latifundista,92
3518,344.0,latifundistas,337
3519,200.0,latina,3135
3520,339.0,latinoamericana,195
3521,122.0,latinoamericanas,74
3522,344.0,latinoamericano,217
3523,344.0,latinoamericanos,811
3524,466.0,laureles,71
3525,200.0,lazaro,88
3526,457.0,lazos,71
3527,457.0,leal,86
3528,457.0,leales,91
3529,466.0,lealtad,129
3530,466.0,leccion,320
3531,206.0,lecciones,138
3532,93.0,leche,1651
3533,93.0,lechera,70
3534,93.0,lecheria,82
3535,93.0,lecherias,177
3536,93.0,lechero,84
3537,206.0,lee,79
3538,200.0,leen,78
3539,206.0,leer,775
3540,344.0,legal,154
3541,361.0,legales,86
3542,344.0,legitimo,113
3543,93.0,leguminosas,67
3544,200.0,lei,111
3545,549.0,leido,213
3546,200.0,lejano,168
3547,466.0,lejos,781
3548,344.0,lenguaje,188
3549,200.0,lenin,485
3550,466.0,leninismo,278
3551,361.0,leninista,158
3552,361.0,leninistas,129
3553,200.0,levanta,130
3554,339.0,levantamiento,71
3555,200.0,levantan,132
3556,122.0,levantar,196
3557,206.0,levanten,145
3558,344.0,ley,1915
3559,361.0,leyendo,78
3560,206.0,leyes,1303
3561,344.0,liberacion,744
3562,549.0,liberado,100
3563,69.0,liberar,116
3564,593.0,liberarse,78
3565,344.0,libertad,1631
3566,344.0,libertades,179
3567,344.0,libertador,70
3568,93.0,libra,270
3569,549.0,librado,101
3570,466.0,librando,210
3571,466.0,librar,442
3572,93.0,libras,272
3573,344.0,libre,1137
3574,299.0,libremente,115
3575,200.0,libres,334
3576,93.0,libreta,138
3577,207.0,libro,680
3578,93.0,libros,969
3579,70.0,licenciados,92
3580,344.0,lider,163
3581,344.0,lideres,274
3582,593.0,ligera,74
3583,593.0,limitaciones,185
3584,365.0,limitado,111
3585,593.0,limitados,79
3586,93.0,limite,317
3587,312.0,limites,269
3588,365.0,limpia,196
3589,93.0,limpiar,122
3590,344.0,linea,616
3591,93.0,lineas,314
3592,344.0,liquidar,267
3593,437.0,liquido,72
3594,361.0,lista,266
3595,361.0,listas,96
3596,299.0,listo,75
3597,383.0,listos,85
3598,200.0,literatura,105
3599,93.0,litro,153
3600,93.0,litros,372
3601,207.0,llama,552
3602,200.0,llamaba,157
3603,344.0,llamaban,101
3604,344.0,llamada,253
3605,361.0,llamadas,150
3606,457.0,llamado,400
3607,122.0,llamados,280
3608,339.0,llamamiento,93
3609,200.0,llamamos,154
3610,207.0,llaman,367
3611,207.0,llamar,496
3612,200.0,llamarlo,67
3613,466.0,llamarse,137
3614,200.0,llame,90
3615,200.0,llamo,185
3616,200.0,llano,136
3617,383.0,llanos,95
3618,200.0,llega,675
3619,200.0,llegaba,203
3620,383.0,llegaban,219
3621,200.0,llegada,112
3622,549.0,llegado,794
3623,200.0,llegamos,341
3624,70.0,llegan,418
3625,361.0,llegando,161
3626,93.0,llegar,1976
3627,437.0,llegara,556
3628,200.0,llegaran,133
3629,122.0,llegaremos,110
3630,344.0,llegaron,524
3631,344.0,llego,784
3632,200.0,llegue,466
3633,200.0,lleguen,141
3634,200.0,llena,239
3635,549.0,llenado,68
3636,70.0,llenar,147
3637,200.0,llenas,94
3638,200.0,lleno,349
3639,200.0,llenos,214
3640,207.0,lleva,837
3641,383.0,llevaba,183
3642,542.0,llevaban,246
3643,549.0,llevado,386
3644,200.0,llevamos,215
3645,200.0,llevan,629
3646,278.0,llevando,527
3647,278.0,llevar,1870
3648,200.0,llevara,118
3649,200.0,llevaran,85
3650,312.0,llevarla,88
3651,312.0,llevarlo,112
3652,344.0,llevaron,375
3653,312.0,llevarse,95
3654,200.0,lleve,126
3655,200.0,lleven,134
3656,344.0,llevo,377
3657,312.0,llover,93
3658,207.0,llovio,74
3659,93.0,llueve,132
3660,93.0,lluvia,251
3661,93.0,lluvias,422
3662,69.0,local,154
3663,70.0,locales,170
3664,206.0,loco,100
3665,437.0,locos,155
3666,593.0,locura,169
3667,466.0,logica,231
3668,365.0,logicamente,457
3669,466.0,logico,706
3670,593.0,logra,169
3671,549.0,logrado,788
3672,383.0,logramos,185
3673,122.0,logran,104
3674,361.0,logrando,112
3675,466.0,lograr,850
3676,111.0,lograremos,72
3677,593.0,lograrlo,93
3678,299.0,lograron,154
3679,383.0,logro,235
3680,70.0,logros,203
3681,365.0,loma,90
3682,200.0,lomas,81
3683,200.0,lopez,78
3684,206.0,luces,97
3685,466.0,lucha,6209
3686,344.0,luchaban,78
3687,549.0,luchado,277
3688,457.0,luchadores,125
3689,466.0,luchamos,247
3690,466.0,luchan,340
3691,344.0,luchando,969
3692,466.0,luchar,1966
3693,344.0,lucharon,378
3694,344.0,luchas,602
3695,344.0,lucho,229
3696,437.0,luego,3882
3697,200.0,lugar,4255
3698,93.0,lugares,1702
3699,344.0,luis,104
3700,93.0,lujo,254
3701,77.0,lujos,96
3702,77.0,lumpen,166
3703,365.0,luna,81
3704,361.0,lunes,121
3705,200.0,luto,80
3706,206.0,luz,430
3707,344.0,maceo,405
3708,344.0,machado,70
3709,344.0,machete,195
3710,365.0,machetero,68
3711,93.0,macheteros,231
3712,77.0,machetes,114
3713,93.0,madera,422
3714,466.0,madre,395
3715,200.0,madres,485
3716,344.0,madrugada,212
3717,122.0,madurez,93
3718,344.0,maestra,738
3719,70.0,maestras,128
3720,466.0,maestro,789
3721,70.0,maestros,3310
3722,344.0,mafia,185
3723,70.0,magnifica,317
3724,70.0,magnificas,241
3725,70.0,magnifico,347
3726,70.0,magnificos,220
3727,466.0,magnitud,237
3728,93.0,maiz,378
3729,206.0,mal,1333
3730,466.0,mala,303
3731,93.0,malanga,153
3732,206.0,malas,147
3733,466.0,males,281
3734,207.0,malo,311
3735,206.0,malos,194
3736,344.0,mambises,140
3737,280.0,manana,1766
3738,200.0,manda,87
3739,549.0,mandado,74
3740,200.0,mandamos,71
3741,200.0,mandan,107
3742,200.0,mandar,309
3743,200.0,mandaron,89
3744,344.0,mando,255
3745,93.0,manejar,323
3746,299.0,manejo,86
3747,93.0,manera,4325
3748,206.0,maneras,277
3749,344.0,manifestacion,144
3750,344.0,manifestaciones,209
3751,457.0,manifiesta,72
3752,361.0,manifiesto,76
3753,77.0,manigua,77
3754,344.0,maniobra,203
3755,344.0,maniobras,290
3756,206.0,mano,1064
3757,77.0,manos,1554
3758,93.0,manteca,67
3759,200.0,mantenemos,74
3760,278.0,mantener,1090
3761,593.0,mantenerse,91
3762,457.0,mantenia,74
3763,200.0,mantenian,94
3764,549.0,mantenido,210
3765,69.0,manteniendo,70
3766,93.0,mantenimiento,291
3767,344.0,mantiene,234
3768,542.0,mantienen,176
3769,457.0,mantuvieron,94
3770,344.0,mantuvo,105
3771,93.0,manual,155
3772,111.0,manuales,105
3773,344.0,manuel,196
3774,70.0,manzanillo,221
3775,593.0,mapa,89
3776,93.0,maquina,600
3777,93.0,maquinaria,267
3778,93.0,maquinarias,225
3779,93.0,maquinas,1536
3780,93.0,mar,613
3781,93.0,marabu,118
3782,365.0,maravilla,81
3783,361.0,maravillas,90
3784,69.0,maravillosa,85
3785,365.0,maravilloso,113
3786,365.0,marca,78
3787,466.0,marcha,1038
3788,200.0,marchaba,72
3789,549.0,marchado,101
3790,200.0,marchamos,88
3791,200.0,marchan,188
3792,312.0,marchando,189
3793,466.0,marchar,476
3794,200.0,marchara,82
3795,200.0,marcharon,139
3796,200.0,marcharse,84
3797,200.0,marche,95
3798,339.0,marco,101
3799,93.0,mares,185
3800,365.0,margen,83
3801,312.0,maria,106
3802,69.0,mariel,94
3803,344.0,marina,286
3804,344.0,marinos,109
3805,344.0,marti,856
3806,466.0,martires,200
3807,200.0,marx,376
3808,466.0,marxismo,379
3809,466.0,marxista,353
3810,344.0,marzo,461
3811,278.0,mas,48600
3812,70.0,masa,1284
3813,466.0,masas,1824
3814,457.0,masiva,224
3815,70.0,masivamente,91
3816,69.0,masivo,89
3817,111.0,masivos,145
3818,93.0,mata,234
3819,200.0,matan,109
3820,200.0,matando,81
3821,70.0,matanzas,521
3822,344.0,matar,392
3823,200.0,mataron,72
3824,93.0,matas,114
3825,70.0,matematica,123
3826,93.0,materia,883
3827,70.0,material,842
3828,93.0,materiales,1527
3829,93.0,materias,629
3830,70.0,matricula,216
3831,70.0,matriculados,105
3832,365.0,maxima,177
3833,312.0,maximo,1385
3834,383.0,mayari,81
3835,339.0,mayo,550
3836,466.0,mayor,3402
3837,93.0,mayores,799
3838,542.0,mayoria,1238
3839,466.0,me,8344
3840,70.0,mecanica,274
3841,365.0,mecanico,68
3842,70.0,mecanicos,107
3843,593.0,mecanismo,99
3844,77.0,mecanismos,252
3845,93.0,mecanizacion,305
3846,93.0,mecanizado,78
3847,93.0,mecanizar,97
3848,200.0,medalla,119
3849,206.0,medallas,249
3850,93.0,media,590
3851,361.0,mediados,107
3852,280.0,mediante,994
3853,111.0,medias,85
3854,70.0,medica,495
3855,93.0,medicamentos,389
3856,70.0,medicas,233
3857,70.0,medicina,1525
3858,93.0,medicinas,270
3859,272.0,medico,1400
3860,70.0,medicos,3391
3861,93.0,medida,2069
3862,361.0,medidas,2325
3863,278.0,medio,3633
3864,200.0,mediodia,100
3865,70.0,medios,2024
3866,122.0,medir,133
3867,466.0,meditar,211
3868,122.0,megawatts,86
3869,93.0,mejor,4407
3870,70.0,mejora,103
3871,549.0,mejorado,94
3872,70.0,mejoramiento,153
3873,70.0,mejorando,180
3874,93.0,mejorar,518
3875,593.0,mejoras,76
3876,70.0,mejores,1952
3877,344.0,mella,147
3878,466.0,memoria,177
3879,200.0,mencionaba,139
3880,549.0,mencionado,305
3881,339.0,mencionados,77
3882,207.0,mencionar,334
3883,207.0,mencione,223
3884,200.0,menciono,186
3885,466.0,menor,1115
3886,93.0,menores,286
3887,93.0,menos,7218
3888,344.0,mensaje,327
3889,122.0,mensajes,76
3890,93.0,mensuales,113
3891,466.0,mental,195
3892,466.0,mentalidad,319
3893,466.0,mente,391
3894,206.0,mentes,100
3895,344.0,mentira,580
3896,344.0,mentiras,495
3897,93.0,mercado,1347
3898,93.0,mercados,515
3899,93.0,mercancia,95
3900,93.0,mercancias,242
3901,344.0,mercante,111
3902,344.0,mercenaria,119
3903,344.0,mercenarias,166
3904,344.0,mercenario,141
3905,344.0,mercenarios,815
3906,466.0,merece,183
3907,466.0,merecen,193
3908,466.0,merito,544
3909,466.0,meritos,390
3910,93.0,mes,1202
3911,200.0,mesa,126
3912,549.0,meses,2904
3913,466.0,meta,457
3914,361.0,metas,342
3915,206.0,meter,103
3916,549.0,metido,92
3917,207.0,metodo,405
3918,207.0,metodos,842
3919,93.0,metricas,74
3920,93.0,metro,144
3921,93.0,metros,724
3922,344.0,mexicano,82
3923,122.0,mexicanos,107
3924,344.0,mexico,702
3925,365.0,mezcla,75
3926,466.0,mi,2505
3927,344.0,miami,521
3928,70.0,microbrigadas,364
3929,93.0,microjet,101
3930,344.0,miedo,672
3931,93.0,miel,185
3932,344.0,miembro,223
3933,344.0,miembros,708
3934,77.0,mientras,2475
3935,361.0,miercoles,67
3936,344.0,miguel,147
3937,93.0,mil,1561
3938,207.0,milagro,253
3939,593.0,milagros,91
3940,542.0,miles,5438
3941,69.0,milicia,95
3942,365.0,miliciano,76
3943,344.0,milicianos,211
3944,344.0,milicias,388
3945,69.0,milimetros,121
3946,122.0,militante,111
3947,457.0,militantes,294
3948,344.0,militar,1431
3949,344.0,militares,1304
3950,344.0,militarmente,91
3951,542.0,millares,134
3952,344.0,millas,343
3953,93.0,millon,1714
3954,77.0,millonario,104
3955,542.0,millonarios,279
3956,93.0,millones,9451
3957,365.0,mina,102
3958,93.0,minas,375
3959,93.0,minerales,151
3960,466.0,minima,100
3961,93.0,minimo,788
3962,122.0,minimos,68
3963,70.0,ministerio,1070
3964,361.0,ministerios,73
3965,344.0,ministro,686
3966,344.0,ministros,307
3967,542.0,minoria,356
3968,77.0,minorias,129
3969,466.0,minuto,576
3970,206.0,minutos,536
3971,200.0,mio,91
3972,206.0,mira,168
3973,206.0,mirando,67
3974,466.0,mirar,157
3975,206.0,mire,134
3976,206.0,miren,302
3977,200.0,miro,70
3978,206.0,mis,403
3979,344.0,miserable,156
3980,344.0,miserables,171
3981,466.0,miseria,561
3982,344.0,mision,395
3983,344.0,misiones,297
3984,361.0,misma,2348
3985,200.0,mismas,535
3986,361.0,mismo,4976
3987,206.0,mismos,1435
3988,93.0,mitad,799
3989,312.0,moa,115
3990,365.0,moda,87
3991,365.0,modelo,306
3992,361.0,modelos,119
3993,93.0,moderna,278
3994,70.0,modernas,262
3995,70.0,moderno,155
3996,93.0,modernos,215
3997,69.0,modesta,107
3998,466.0,modestia,101
3999,207.0,modesto,194
4000,77.0,modestos,110
4001,70.0,modo,1704
4002,93.0,moler,97
4003,93.0,molinos,69
4004,70.0,momento,3758
4005,339.0,momentos,991
4006,344.0,moncada,407
4007,93.0,moneda,378
4008,93.0,monedas,118
4009,344.0,monetario,256
4010,344.0,monopolio,243
4011,344.0,monopolios,575
4012,77.0,monopolistas,69
4013,344.0,monstruoso,70
4014,93.0,montaje,87
4015,383.0,montana,128
4016,70.0,montanas,1644
4017,361.0,montar,76
4018,206.0,monton,226
4019,77.0,montones,201
4020,457.0,monumento,102
4021,466.0,moral,1487
4022,225.0,morales,309
4023,457.0,moralmente,112
4024,200.0,morian,111
4025,466.0,morir,582
4026,93.0,mortalidad,531
4027,361.0,moscu,88
4028,207.0,mostrar,68
4029,339.0,motivo,706
4030,77.0,motivos,97
4031,593.0,motor,101
4032,93.0,motores,163
4033,111.0,mover,95
4034,206.0,moverse,81
4035,70.0,movilizacion,202
4036,70.0,movilizaciones,137
4037,549.0,movilizado,85
4038,70.0,movilizados,100
4039,69.0,movilizando,78
4040,111.0,movilizar,345
4041,344.0,movimiento,2459
4042,344.0,movimientos,255
4043,344.0,mozambique,125
4044,207.0,mucha,2061
4045,70.0,muchachas,221
4046,207.0,muchacho,150
4047,70.0,muchachos,767
4048,280.0,muchas,6517
4049,200.0,muchisimo,205
4050,93.0,mucho,8489
4051,278.0,muchos,8139
4052,93.0,muebles,147
4053,200.0,muere,122
4054,278.0,mueren,361
4055,344.0,muerte,1715
4056,122.0,muertes,74
4057,549.0,muerto,431
4058,344.0,muertos,426
4059,365.0,muestra,158
4060,122.0,muestras,90
4061,299.0,mueve,100
4062,299.0,mueven,81
4063,466.0,mujer,969
4064,542.0,mujeres,2678
4065,361.0,multiples,85
4066,365.0,multiplica,118
4067,549.0,multiplicado,108
4068,122.0,multiplican,89
4069,225.0,multiplicar,176
4070,200.0,multitud,225
4071,225.0,mundial,1803
4072,593.0,mundiales,116
4073,466.0,mundo,13935
4074,69.0,municipal,79
4075,70.0,municipales,106
4076,361.0,municipio,346
4077,70.0,municipios,253
4078,77.0,muriendo,71
4079,344.0,murieron,479
4080,344.0,murio,124
4081,70.0,musica,149
4082,542.0,muy,12361
4083,200.0,nace,147
4084,200.0,nacen,94
4085,111.0,nacer,119
4086,549.0,nacido,182
4087,93.0,nacidos,225
4088,200.0,nacieron,112
4089,361.0,nacimiento,85
4090,200.0,nacio,175
4091,466.0,nacion,1664
4092,344.0,nacional,2618
4093,225.0,nacionales,613
4094,299.0,nacionalizacion,71
4095,361.0,nacionalmente,84
4096,344.0,naciones,1299
4097,206.0,nada,5776
4098,466.0,nadie,5889
4099,344.0,nam,1605
4100,344.0,namibia,195
4101,312.0,natural,449
4102,93.0,naturales,872
4103,466.0,naturaleza,808
4104,207.0,naturalmente,1083
4105,344.0,naval,144
4106,344.0,navales,71
4107,69.0,nave,104
4108,361.0,naves,128
4109,466.0,necesaria,415
4110,466.0,necesariamente,183
4111,70.0,necesarias,439
4112,365.0,necesario,2850
4113,93.0,necesarios,546
4114,383.0,necesidad,2345
4115,93.0,necesidades,1827
4116,93.0,necesita,1395
4117,200.0,necesitaba,173
4118,200.0,necesitabamos,80
4119,383.0,necesitaban,162
4120,93.0,necesitamos,1002
4121,93.0,necesitan,997
4122,93.0,necesitar,111
4123,93.0,necesite,179
4124,111.0,necesitemos,67
4125,93.0,necesiten,129
4126,200.0,necesito,67
4127,466.0,negar,237
4128,339.0,negativas,108
4129,339.0,negociaciones,114
4130,206.0,negocio,325
4131,77.0,negocios,293
4132,93.0,negra,174
4133,344.0,negro,224
4134,344.0,negros,234
4135,344.0,neocolonialismo,145
4136,312.0,neoliberal,140
4137,312.0,neoliberalismo,167
4138,365.0,neto,120
4139,344.0,new,82
4140,206.0,ni,13533
4141,344.0,nicaragua,602
4142,200.0,nicaraguenses,76
4143,200.0,nina,107
4144,225.0,ninas,112
4145,466.0,ningun,3818
4146,466.0,ninguna,3360
4147,542.0,ninguno,885
4148,466.0,nino,1180
4149,70.0,ninos,4298
4150,93.0,niquel,389
4151,93.0,nitrato,76
4152,93.0,nitrogeno,195
4153,70.0,nivel,2414
4154,70.0,niveles,900
4155,344.0,nixon,123
4156,206.0,no,110511
4157,466.0,noble,440
4158,466.0,nobles,224
4159,339.0,noche,1202
4160,344.0,nombre,1558
4161,206.0,nombres,293
4162,122.0,norma,168
4163,93.0,normal,159
4164,383.0,normales,190
4165,361.0,normas,482
4166,344.0,norte,697
4167,344.0,norteamericana,400
4168,344.0,norteamericanas,304
4169,344.0,norteamericano,780
4170,344.0,norteamericanos,867
4171,466.0,nos,20938
4172,466.0,nosotros,24285
4173,344.0,nota,177
4174,207.0,notable,189
4175,122.0,notablemente,75
4176,361.0,notas,100
4177,344.0,noticia,398
4178,206.0,noticias,696
4179,383.0,noveno,147
4180,339.0,noviembre,294
4181,344.0,nuclear,303
4182,344.0,nucleares,377
4183,122.0,nucleo,214
4184,70.0,nucleos,166
4185,466.0,nuestra,13112
4186,70.0,nuestras,5138
4187,466.0,nuestro,18984
4188,70.0,nuestros,9762
4189,280.0,nueva,1954
4190,69.0,nuevamente,79
4191,70.0,nuevas,2236
4192,93.0,nueve,327
4193,93.0,nuevitas,81
4194,312.0,nuevo,2161
4195,70.0,nuevos,1517
4196,93.0,numero,4128
4197,361.0,numeros,148
4198,457.0,numerosa,97
4199,70.0,numerosas,345
4200,70.0,numeroso,147
4201,70.0,numerosos,436
4202,466.0,nunca,4619
4203,207.0,objetiva,73
4204,593.0,objetivamente,81
4205,207.0,objetivas,162
4206,312.0,objetivo,634
4207,339.0,objetivos,684
4208,339.0,objeto,239
4209,383.0,obliga,203
4210,466.0,obligacion,309
4211,361.0,obligaciones,269
4212,549.0,obligado,227
4213,383.0,obligados,298
4214,383.0,obligan,99
4215,299.0,obligaron,75
